id,timestamp,text,search_term,location,sentiment,topic,month
1491585704870117377,2022-02-10 01:31:59,"@Tweet_Dec @sqlOnIce That came back to bite her when house prices quadrupled. I was still able to get one with my wife when I was 35, but my mum is still in public housing and will be forever.

She claims this was my mistake/loss. But it was her doing.",housing,,-0.09803921568627451,housing,2
1491669413611081728,2022-02-10 07:04:36,@JesseKellyDC @BarbaraWayman Where do I start... Setting up a new business pre-COVID. Lost all pre-approved finance. Nearly lost 00's thousands ofl $. Mortgaged house and refinanced. First business shut down. Then second lockdown a week after opening. Got grants. Audited after and have to pay half back.,mortgage,,-0.13043478260869565,housing,2
1491573030392270849,2022-02-10 00:41:37,"@redwood_ryan_a @RE_Ari18 True.

There’s a difference in risk between being unprofitable, achieving a lower return on capital or losing control of a deal because of mortgage repossession.",mortgage,,-0.1,housing,2
1491630051086897153,2022-02-10 04:28:11,@pablomelito1 @RomanchukBrian Yes.  Inflation just means prices are distributionally wider as they work their way into the 'inflation metric'.  So inflation for whom? https://t.co/Qnf4viAK4a,inflation,,0.037037037037037035,cost of living,2
1491626774643765253,2022-02-10 04:15:10,"@RubeGelatinous Fiat currency. Turns out all of these adventures inserting massive quantities of gold into the economy, extracted from dusty ruins, had kicked off an inflation crisis that threatens to collapse the entire economy. So waterdeep is now issuing fiat notes backed by their government.",inflation,,-0.08888888888888889,cost of living,2
1491780762852417544,2022-02-10 14:27:04,"@IDKFA3 @TradingThomas3 Agreed,
Most companies no matter how good they are will struggle to make record profits in a higher interest rates environment 
People will spend less, soon traders will realise these companies are super  expensive.
Looks like selling into strength may finally come.",interest rate,,0.2727272727272727,interest rate,2
1491790449559801867,2022-02-10 15:05:33,"@HarrisonVerret @ExileGrimm Sorry but I don't feel his pain at all. Affordable housing is needed, and poor families need to live close to services &amp; amenities too. 

Also urban sprawl has been an economic and environmental disaster. Higher density housing - done properly - is fine.",housing,,-0.06521739130434782,housing,2
1491603378371137540,2022-02-10 02:42:12,"@TheRCWRShow @ExileGrimm What's amazing about opposing affordable housing? Not the building, just the affordable part.",housing,,0.5333333333333333,housing,2
1491571415044300801,2022-02-10 00:35:12,@Leo88Williams @Target Years of cheap money (low interest rates that compund inflation) created on purpose to force people into massive debts and false asset values putting them into a debt trap exploited by corporations. People take the low wages fearing the debt..,interest rate,,-0.16666666666666666,interest rate,2
1491571415044300801,2022-02-10 00:35:12,@Leo88Williams @Target Years of cheap money (low interest rates that compund inflation) created on purpose to force people into massive debts and false asset values putting them into a debt trap exploited by corporations. People take the low wages fearing the debt..,inflation,,-0.16666666666666666,cost of living,2
1491572791459852288,2022-02-10 00:40:40,@Leo88Williams @Target The first thing that will happen is the fed will start raising interest rates FAST.. banks will follow.. people's mortgages will get expensive and forclosures will happen. The rich will step in and buy plenty of it cut price.. the cycle will continue..,interest rate,,0.044444444444444446,interest rate,2
1491572791459852288,2022-02-10 00:40:40,@Leo88Williams @Target The first thing that will happen is the fed will start raising interest rates FAST.. banks will follow.. people's mortgages will get expensive and forclosures will happen. The rich will step in and buy plenty of it cut price.. the cycle will continue..,mortgage,,0.044444444444444446,housing,2
1491834812327657472,2022-02-10 18:01:50,@lovepeace3124 @Airbnb @bchesky @thepointsguy @CityMalibu Grow up. Use a hotel. Stay out of residential housing. https://t.co/CIa5jrrwzI,housing,,0.0,housing,2
1491681908220063744,2022-02-10 07:54:15,@AnnieWyer @jackbollocks @SharriMarkson 37 yrs ago I was earning $16 000 a year my Hubs was earning $15 000 a year (full time jobs) with a $50 000 mortgage and 18% interest rates!!!,interest rate,,0.030303030303030304,interest rate,2
1491681908220063744,2022-02-10 07:54:15,@AnnieWyer @jackbollocks @SharriMarkson 37 yrs ago I was earning $16 000 a year my Hubs was earning $15 000 a year (full time jobs) with a $50 000 mortgage and 18% interest rates!!!,mortgage,,0.030303030303030304,housing,2
1491734566952144897,2022-02-10 11:23:30,"@OhPoorPup What the fuck happened here, the PAL version of this game could be had in good condition for $600 AUD 2 - 3 years ago. What's with this insane inflation? It's not like a new PD game was announced and stoked interest in the series, this is absolutely baffling to me. https://t.co/aA01UfdPeg",inflation,,-0.07142857142857142,cost of living,2
1491567354559401986,2022-02-10 00:19:03,@Rothmus Housing is a right.,housing,,0.0,housing,2
1491646837861740546,2022-02-10 05:34:54,@clock1258 Birth of my kids yes. My wife yes. Working to pay down my mortgage yes. Boss is kind of in between all this.,mortgage,,0.16666666666666666,housing,2
1491770108003643393,2022-02-10 13:44:44,@vmainard @Kate3015 Bungling the NBN rollout and pissing over 60 Billion dollars into a half baked nbn? Scott Morrison and the Coalition. Record high cost of living and no relief in sight? Scott Morrison and the Liberals. I thought petrol was going to be cheap under scotty? $2 for 91 ain't cheap?,cost of living,,-0.07692307692307693,cost of living,2
1491611032644632579,2022-02-10 03:12:37,@upupand28401637 @boxmontessori Needs a job very badly because that huge mortgage and fees that come with a monster 👿 house is coming to take all … including the water.,mortgage,,-0.1724137931034483,housing,2
1491576663934926848,2022-02-10 00:56:03,@scrumhalf72 @DocAvvers I was about to reply most aggressively but held off. My wife is a committed Christian and spends countless hours supporting the disadvantaged with absolutely no thought of proselytising or self gain She is driving an affordable housing campaign for governments of all colours.,housing,,0.06521739130434782,housing,2
1491598593509457921,2022-02-10 02:23:11,"@TMFScottP I think its possible the game may have changed.

Annual cash out home equity withdrawals and wealth effect driven spending now far outstrip the impact of a 0.25% rate hike by a factor of at least 20x.

So the RBA may not have a choice if inflation remains above target.", rba,,0.057692307692307696,interest rate,2
1491598593509457921,2022-02-10 02:23:11,"@TMFScottP I think its possible the game may have changed.

Annual cash out home equity withdrawals and wealth effect driven spending now far outstrip the impact of a 0.25% rate hike by a factor of at least 20x.

So the RBA may not have a choice if inflation remains above target.",inflation,,0.057692307692307696,cost of living,2
1491598593509457921,2022-02-10 02:23:11,"@TMFScottP I think its possible the game may have changed.

Annual cash out home equity withdrawals and wealth effect driven spending now far outstrip the impact of a 0.25% rate hike by a factor of at least 20x.

So the RBA may not have a choice if inflation remains above target.",rate hike,,0.057692307692307696,interest rate,2
1491600310951116802,2022-02-10 02:30:01,"@TMFScottP In principle I agree, each rate hike will have a far more significant impact.

Ultimately ~1% worth of hikes is still less than 1/4 of the cash being pumped into the economy, that wouldn't be under more normal long term circumstances

Then there's the issue of savings being spent",rate hike,,0.09803921568627451,interest rate,2
1491566486413930498,2022-02-10 00:15:36,"@elyobo @IFM_Economist @forager_gareth But we don't have policies to stop share prices getting too high.

They move with rates (along with other things), and that's the same with housing.

If the banks are lending unaffordably, that's a different thing, of course.

My issue isn't housing affordability, but deposit.",housing,,0.0,housing,2
1491571908260683779,2022-02-10 00:37:09,"@elyobo @IFM_Economist @forager_gareth Ha, thanks for the niceness :)

I actually agree with the housing question, if we choose to return it to an un-financialised asset.

That's a different question to whether it's expensive / unafforable though.",housing,,0.1891891891891892,housing,2
1491589399154688003,2022-02-10 01:46:39,"@elyobo @IFM_Economist @forager_gareth Does it, though?

The ability to repay the debt, assuming it can't be paid off in one fell swoop, still depends on the interest rate over the remainder of the loan.

It's less risky to borrow $250k for  $250k asset, interest free than to borrow $150k for a $150k asset at 25% pa",interest rate,,0.08620689655172414,interest rate,2
1491593789043261440,2022-02-10 02:04:06,"@elyobo @IFM_Economist @forager_gareth Yes, but that assumes the same delta in rates.

The RBA will not have to move rates as far, to have the same impact on the economy, specifically because of those higher prices.", rba,,0.02631578947368421,interest rate,2
1491595433273344000,2022-02-10 02:10:38,"@tanwirzubayer @AvidCommentator It's not.

But financial stability and the resultant economic spending absolutely it.

The RBA will not take actions that threaten economic health or stability.", rba,,-0.07692307692307693,interest rate,2
1491599010473590790,2022-02-10 02:24:51,"@AvidCommentator Except that the impact on discretionary spending will be magnified with each 0.25% vs previous tightening cycles which should have the requisite impact on inflation

(Assuming monetary policy is actually going to work on inflation, but if it doesn't, it won't be a size question)",inflation,,0.0,cost of living,2
1491600639633559552,2022-02-10 02:31:19,"@tanwirzubayer @AvidCommentator That happened _because_ rates were dropped to protect the economy.

Plenty of agencies (and parliament itself) have carriage of housing policy.

The RBA is one that plainly doesn't have that mandate.", rba,,0.0,interest rate,2
1491600639633559552,2022-02-10 02:31:19,"@tanwirzubayer @AvidCommentator That happened _because_ rates were dropped to protect the economy.

Plenty of agencies (and parliament itself) have carriage of housing policy.

The RBA is one that plainly doesn't have that mandate.",housing,,0.0,housing,2
1491601873413222401,2022-02-10 02:36:13,"@tanwirzubayer @AvidCommentator I didn't say that at all.

I said it's not one to lay at the RBA's door.", rba,,0.0,interest rate,2
1491603353700569088,2022-02-10 02:42:06,"@tanwirzubayer @AvidCommentator Not really. Employment and inflation are their mandates.

You literally can't blame the RBA for not doing something they don't have the mandate to do.

It goes back to government -- change the RBA's mandate, give someone else the mandate, or legislate.

Too easy to blame the RBA", rba,,0.02,interest rate,2
1491603353700569088,2022-02-10 02:42:06,"@tanwirzubayer @AvidCommentator Not really. Employment and inflation are their mandates.

You literally can't blame the RBA for not doing something they don't have the mandate to do.

It goes back to government -- change the RBA's mandate, give someone else the mandate, or legislate.

Too easy to blame the RBA",inflation,,0.02,cost of living,2
1491605841463726081,2022-02-10 02:51:59,"@tanwirzubayer @AvidCommentator No government responsibility?

No APRA?

Just interest rates?",interest rate,,0.0,interest rate,2
1491571619491315712,2022-02-10 00:36:00,"@TMFScottP @IFM_Economist @forager_gareth It's a pointless (and, in the nicest possible way, a horribly out of touch) comparison; housing is a basic necessity, shares are not. While they might be moved by the same forces there is a much greater need to address the problem in housing.

Deposit is also a factor, but",housing,,0.0,housing,2
1491592767566643202,2022-02-10 02:00:02,"@TMFScottP @IFM_Economist @forager_gareth Only if you assume both value and rate are fixed, whereas not are the not fixed, they're inversely correlated. The higher the principal is then the more exposed to interest rates you are, at the same time as increases likely decrease the value of your asset.",interest rate,,0.0392156862745098,interest rate,2
1491573480910778370,2022-02-10 00:43:24,"@TMFScottP @elyobo @forager_gareth Policymakers, whether intentionally or by neglect, decided housing is more politically expedient being treated as an asset with rising capital  values to be cheered. And as a consequence affordability has suffered, FHB grants a popular stop gap, that’s really a slap in the face",housing,"Melbourne, Victoria",0.0625,housing,2
1491611295430635525,2022-02-10 03:13:40,"@zhusu @WClementeIII It's headed down ser, deny it or not, face it or not, 24k coming. 3 possible rate hikes, 120 billion EVERY month pulled due to tapering, where is the money coming from ? I'd close out those longs on this exit bounce. Last chance before March.",rate hike,,0.0,interest rate,2
1491757708294295552,2022-02-10 12:55:27,"@HugoThePinkCat There is a very good reason... it means he will lose money on that? Affordable housing is tax subsidized... It's a scheme, they let ppl go homeless &amp; builders come in &gt; sell it to the gov&gt; give it to the homeless.

It's a scheme... u ever wonder y heaps of ppl are going homeless?",housing,,-0.017543859649122806,housing,2
1491568033323642882,2022-02-10 00:21:45,@mel_maizels @NAB We have used BankWest for the last 10 years and they have been terrific. Very easy to deal with and whenever I ring them to ask for a further reduction on our interest rate to match lowest on the market they have obliged (or very close).,interest rate,,0.10204081632653061,interest rate,2
1491856488012259328,2022-02-10 19:27:58,@ansonmount Was the affordable Housing for Trans people &amp; Gay Youth?,housing,,0.18181818181818182,housing,2
1491584152277495809,2022-02-10 01:25:48,@onacidatprom Worst part is the inflation in prices in the past 2 years. It’s nuts out there right now!!,inflation,,-0.3157894736842105,cost of living,2
1491576138644090883,2022-02-10 00:53:58,"@jdholi81 @1NewsNZ Education, health, MSD &amp; housing ALL UNDER FUNDED FOR 9yrs by the previous John Key &amp; his National led government. Jacinda government had more than a mess 2 clean up. She's doing great tbh. Especially during a pandemic. Of course those losing money, can't see family? Won't agree.",housing,,-0.02,housing,2
1491564963261001728,2022-02-10 00:09:33,"@mortimer_1 @BenRabidoux @ronmortgageguy What's the problem, it only increased by $120k/month.

All you need to do to afford a modest bungalow in Chilliwack is cut back on the avocados and takeaway coffees.",mortgage,,-0.058823529411764705,housing,2
1491564319745609730,2022-02-10 00:07:00,"@AvidCommentator I find it strange how the inflation is being driven by supply disruptions yet at the same time they are blaming the reopening for the inflation which should help ease supply chain issues. Then, to add to the story, omicron was meant to be more inflationary due to more disruptions",inflation,,-0.058823529411764705,cost of living,2
1491564525463556099,2022-02-10 00:07:49,@AvidCommentator The reopening should have been deflationary as supply could increase and supply chains could get back on their feet. The inflation was driven by shutdowns that reduced supply being amplified by huge stimulus.,inflation,,0.058823529411764705,cost of living,2
1491656072977084417,2022-02-10 06:11:36,@DrCameronMurray Have to keep working longer and longer to pay off those mortgages ....,mortgage,,-0.07692307692307693,housing,2
1491574523526742017,2022-02-10 00:47:33,@ZacGross It’s easy to be bold on Twitter. I think they just need to be more frank with the community about the pressures and risks. They look stupid saying we are in a low inflation environment when peoples grocery bill just increased 20%,inflation,,0.0,cost of living,2
1491562895309684737,2022-02-10 00:01:20,"1. Easy Transactions
2. Incredible Security
3. Short Settlement Times, Low Fees
4. Exponential Industry Growth
5. Outsized Returns
6. More Private Transactions
7. Portfolio Diversification
8. Inflation Hedge
10. Inclusive Financial System
.
#cryptomining #bitcoin #cryptotrading https://t.co/flmdIIv9XM",inflation,,0.1,cost of living,2
1491617761646477312,2022-02-10 03:39:21,@StevenHailAus @AlanDownunder And when you say 'inflation' - do you measure real inflation via CPI or M2 money growth/supply?,inflation,,0.1,cost of living,2
1491737288014921729,2022-02-10 11:34:19,"@AlanDownunder @StevenHailAus You are a funny lot. You have faith in fluffy fiat money that has no production cost, is easily manipulated and subject to the whims of policy by a select few.  Environmental degredation, poverty and greed flourish in inflationary sick, corruptable fiat economies.",inflation,,-0.06666666666666667,cost of living,2
1491563455698014211,2022-02-10 00:03:34,"My guess is that the annual rate of CPI inflation will rise and everyone will panic, while the monthly seasonally adjusted rate will continue to fall further, for the third month running, which everyone will ignore.

I might be wrong.",inflation,,-0.125,cost of living,2
1491919206169800705,2022-02-10 23:37:11,"@gentlejade1 Hi, to fix a mistake for a reporting period more than 6 fortnights in the past, please call your regular payment line, see: https://t.co/Bz8svfhL0O

If it's less, you can fix those scheduled reporting mistakes using your Centrelink online account, see: https://t.co/Dua5YVn6Jf",centrelink,,-0.0625,social security,2
1491564788664602625,2022-02-10 00:08:52,"WABusinessNews has published "" Putting paid to crypto claptrap "" on 10/02/2022 #Crypto #Inflation 

https://t.co/UZl73GjdHZ",inflation,,0.0,cost of living,2
1491564905203335169,2022-02-10 00:09:19,"More leaked emails expose the crisis within DCP.

Pregnant, homeless and stuck living with a sexual predator

#ChildProtection #Childsafety #ChildWelfare #Housing 

Western Australia             ...             1/2",housing,,-0.36,housing,2
1491565211165278211,2022-02-10 00:10:32,"2/2   ...

A WA child protection worker was left to plead with an external Aboriginal advocacy group to try to get housing for a pregnant woman who was living in a property that was being visited by a sexual predator.

Behind Paywall
https://t.co/NWs9BgVxvF",housing,,0.0,housing,2
1491576798705946626,2022-02-10 00:56:35,@tonytardio @notabluesfan I heard that councils can add the cost to your mortgage if you don't pay?,mortgage,,0.058823529411764705,housing,2
1491730147732750336,2022-02-10 11:05:56,"@tonytardio Perhaps having very rich people hoarding properties isn't a very good idea, as it means that it makes housing unaffordable for the rest of us.

If you own so many properties, you might perhaps be the problem.",housing,,0.07894736842105263,housing,2
1491565229121183751,2022-02-10 00:10:37,"In our first podcast back for 2022, Westpac Economics assess recent economic and market developments and distil the implications for 2022. #rba #housing #economy #fomc #commodities
https://t.co/x6Vu83XuoL",housing,,0.0,housing,2
1491565272762920960,2022-02-10 00:10:47,"The @CommBank's half year profits are up 23 per cent to $4.7 billion, the highest aggregate growth the bank has ever delivered.

The CBA expects the Australian economy to have a strong year, despite rising inflation and potential interest rate hikes.
https://t.co/Y16SXCNkSL",interest rate,,0.15217391304347827,interest rate,2
1491565272762920960,2022-02-10 00:10:47,"The @CommBank's half year profits are up 23 per cent to $4.7 billion, the highest aggregate growth the bank has ever delivered.

The CBA expects the Australian economy to have a strong year, despite rising inflation and potential interest rate hikes.
https://t.co/Y16SXCNkSL",inflation,,0.15217391304347827,cost of living,2
1491565272762920960,2022-02-10 00:10:47,"The @CommBank's half year profits are up 23 per cent to $4.7 billion, the highest aggregate growth the bank has ever delivered.

The CBA expects the Australian economy to have a strong year, despite rising inflation and potential interest rate hikes.
https://t.co/Y16SXCNkSL",rate hike,,0.15217391304347827,interest rate,2
1491566034960138246,2022-02-10 00:13:49,"NSW drives strong demand for new housing into 2022. Sales of new detached homes recorded an exceptionally strong quarter, led by Australia’s largest state, HIA Economist Tom Devitt. https://t.co/z1eaF9AMdu",housing,,0.0625,housing,2
1491568142140600324,2022-02-10 00:22:11,"@MimZWay 1.75 acres out of a total of 53 was to be affordable housing.. but no, that would ruin everything.",housing,,-0.047619047619047616,housing,2
1491681534570500096,2022-02-10 07:52:46,"@joshdivision @lexgallagher If you can't afford to maintain more than one properties, you shouldn't have more than one properties. Especially when tenants are paying off the mortgage on those extra properties.",mortgage,,0.0,housing,2
1491753989792169987,2022-02-10 12:40:41,"@joshdivision @lexgallagher But the worst stories seem to be from those who buy a heap of them, only pay the interest on the mortgage, and treat the tenant's rent as their own spending money, still raising rent according to values. How do you even think you can sustain that",mortgage,,-0.061224489795918366,housing,2
1491877757717921816,2022-02-10 20:52:29,"@nothing_gnu @joshdivision @lexgallagher Yeah the interest only seems dodgy to me.
Mum bought the 2 small duplexes with what she got from selling the family home, still had mortgage on both, but the bank wrangled it so the rental had a bigger mortgage than the one she lives in. Then...",mortgage,,0.0,housing,2
1491878653197631489,2022-02-10 20:56:03,"@nothing_gnu @joshdivision @lexgallagher She set things up so her whole pay goes straight into her mortgage account and just redraws what she needs for living costs, which keeps interest low each month. Rent goes to the rental mortgage, but she usually has to add a little extra there too. Meanwhile...",mortgage,,0.0196078431372549,housing,2
1491879161069125632,2022-02-10 20:58:04,"@nothing_gnu @joshdivision @lexgallagher She's old enough to be able to withdraw super, and has no intention of retiring yet. You can withdraw X amount when you turn 60, X more in the next financial year, then X more year after. So she did that, chucked it in her own mortgage, so that's now nearly paid off...",mortgage,,0.03508771929824561,housing,2
1491879908426989584,2022-02-10 21:01:02,"@nothing_gnu @joshdivision @lexgallagher So with that being close to nothing and she's still pulling in a wage, pretty much all her wage is living costs. So she's happy to still use a bit of that to top up the rental's mortgage, so that she doesn't have to raise rent during a difficult time.",mortgage,,0.09259259259259259,housing,2
1491566594060800000,2022-02-10 00:16:02,"Thu, 10 February 2022 08:00:00
#ausbiz #Australia (AU)
Consumer Inflation Expectations IS: 4.60%
[BETTER]
PREVIOUS: 4.40%",inflation,,0.0,cost of living,2
1491567264008531971,2022-02-10 00:18:42,"Soaring inflation is causing some companies to rethink the viability of construction projects. But in the meantime, shareholders who jumped on board with Vulcan Steel are way out in front.  https://t.co/TSv2XdOVVV",inflation,,0.0,cost of living,2
1491568737572458502,2022-02-10 00:24:33,#fideliscrypto  #crypto #investment #fidelis #btc #cryptolove #inflation #moneytalks #moneyfocus #bitcointrading #holding #stockmarket #FDLS #Bounty https://t.co/x757t1RHzg,inflation,,0.0,cost of living,2
1491569218508128259,2022-02-10 00:26:28,‘Correction’: The banks are predicting the biggest housing crash in decades. But will they be right? | The New Daily https://t.co/y7ZmFxnHNj,housing,,-0.08333333333333333,housing,2
1491569278587260929,2022-02-10 00:26:42,If America had a proper Social Security and welfare system there would be less need to steal 10 steaks. #TYTLive,social security,,-0.1,social security,2
1491570108426338311,2022-02-10 00:30:00,Infrastructure ‘incredible’ in an inflationary environment @Liam_Cormican reports https://t.co/PhYcfzMUyB,inflation,,0.0,cost of living,2
1491570997534736387,2022-02-10 00:33:32,Australia Consumer Inflation Expectations registered at 4.6% above expectations (4.5%) in February https://t.co/pQN3KU19yD,inflation,,0.0,cost of living,2
1491572033725280256,2022-02-10 00:37:39,"We should be spending this money on food, housing, medicines and aid not filling yet again the gaps &amp; jobs left by governments. We have passed $250,000 of our savings spent on PPE over the last 2 years. RAT’s must be free for all of us. It’s the job of governments not charities.",housing,,0.037037037037037035,housing,2
1491670980539813892,2022-02-10 07:10:50,@LiLiGoGo19 yes the poor are slugged with fee after fine after high interest rates. its horrible.,interest rate,,-0.0625,interest rate,2
1491581419101253635,2022-02-10 01:14:57,@MoarToast Half my mortgage?,mortgage,,0.0,housing,2
1491575110272233479,2022-02-10 00:49:53,"The RAH ED is housing 8 people admitted under mental health (12% of ED capacity). 7 have been waiting for more than 8 hours! 
https://t.co/9Z16JTeSIY",housing,,-0.03571428571428571,housing,2
1491575115175264258,2022-02-10 00:49:54,"hmm okay, the cameras on the s22 is pretty good, even without that housing.

I think this phone may beat the iPhone 14 that is coming",housing,,0.15384615384615385,housing,2
1491578044691091462,2022-02-10 01:01:32,@reseen_lamenti Remembering that time in queer housing housemate bought vegan duck for like $70 and tried to convince everyone it contributed to the fresh food I bought and they ate 🙃,housing,,0.125,housing,2
1491576400003825671,2022-02-10 00:55:00,"… the rewarding of mates and donors is priority #1. To have a public purpose benefit largely staffed and directly funded as a government undertaking is anathema to them.
The main constraint on FedGov purchasing of goods and services for sale in AU$s is inflationary signs. …",inflation,,0.08333333333333333,cost of living,2
